node,Green LED,Yellow LED,Red LED,Idle,TRX_OFF,PLL_ON,RX_ON,TX TX_PWR 0,TX TX_PWR 1,TX TX_PWR 2,TX TX_PWR 3,TX TX_PWR 4,TX TX_PWR 5,TX TX_PWR 6,TX TX_PWR 7,TX TX_PWR 8,TX TX_PWR 9,TX TX_PWR 10,TX TX_PWR 11,TX TX_PWR 12,TX TX_PWR 13,TX TX_PWR 14,TX TX_PWR 15
100,136.9333317750768,137.34404661101834,137.51922631051752,128.82342596674013,131.927541836394,149.66497943101373,165.33143111853087,174.58575579298832,173.78172627712854,172.56865909849748,171.77445622119814,170.40938711185308,169.3481396327212,168.48929016962737,166.33424928213688,165.55203706176962,164.1754159209296,162.21037081803004,161.69477535893157,159.529796113263,158.5493732888147,156.9881035795379,154.04807131886477
101,132.6189388777555,132.9105182242991,133.32957641950566,124.60240180240321,127.34170347129506,145.81513350697924,168.01132952648098,169.38598898531373,168.5006129592518,167.62530627503335,166.52446312625253,165.42478244325767,164.4294965263861,163.2014989317666,162.03218445824152,161.00324134936537,159.59939379172226,158.47850080160322,157.13355687583447,155.85733627254507,154.4483036048064,153.24128309069056,151.59152120483535
102,132.86338982642238,133.16224505785922,132.95504887897783,125.45552724204434,128.6461038452266,147.06711095708778,163.6257698891032,172.07091851494695,171.2100051229508,169.93347028688527,168.7472111861138,167.92456587512055,166.445418635487,164.92835523143685,163.74681497107042,162.61461855110898,160.7177181171649,159.30395515911283,158.40362283027966,156.35339916827388,154.57443358244936,153.53904080279653,150.04700753375118
103,136.70132465032722,136.63902379226255,137.3213877537569,128.26514025837068,131.01900876557042,149.09685711461148,170.250238201951,176.03190516048244,175.28735741119092,173.85840901601526,173.31196006063402,171.6782388108892,170.24198405061625,169.37548309497132,167.59606386765094,166.5458010809386,165.08470847614026,163.6670011204851,161.72770500230678,160.30064588413634,158.77486856502537,156.79791511237067,155.5425192776643
104,132.7262925317446,132.92942221821028,133.3403650096293,124.92362891189215,127.73443846663058,144.0946956129265,164.91958636254213,167.6626791237889,166.8551626045616,165.94771282421615,165.04432113625418,163.968054947039,162.91883240055367,161.76522218210266,160.49590774508033,159.3007537313433,157.92143385893115,156.8879270626467,155.55422049708133,154.17106354937712,152.72291845209435,151.30226534665383,149.85837034362402
105,133.50503847792996,133.3054692846271,134.25357494216487,125.57285613394214,128.66634802459367,146.3098214307458,164.2409582952816,170.74962060148547,170.85114976257154,169.7195507793473,168.1555291610861,166.8412359673688,165.81660140030445,165.23176286149166,163.3060723243638,161.78930532724505,160.90082532724506,159.61982613989167,158.09740915733073,156.42144292237444,155.7408798928593,153.74917248097415,152.06253500974185
106,130.6800623401924,130.57941769146476,130.46197735297696,123.35404401826484,130.04014191780823,148.22076468797565,162.30728815829525,168.06913472543528,166.86975535801267,165.36618951661998,164.73582890891382,163.78858997930112,161.97375372907152,161.03463214611872,160.1314191780822,158.34451808109097,157.26409461187217,155.86807275051748,154.45920918056737,152.96820211859247,151.45420534518448,149.76944100097415,142.76558328260077
107,133.26035995426093,133.78572052717098,133.9344367816092,125.5003816201252,127.92080640308117,145.5863827405669,163.43784870004816,169.7460226287915,168.7753558404044,167.89951363061928,166.87620793211363,165.92967495185363,164.62783113678762,163.60676018535236,162.1858919114107,161.00226251805492,159.98018950472408,158.4053348378167,157.32321780211842,155.87538547183436,154.54909201420233,153.02064084973222,151.52740717337667
108,127.02060765142068,126.54515663757462,125.51092748868037,119.40576730756612,126.48778561585405,146.40742401574806,160.92378889690926,166.6101768488746,165.7911725178818,164.3924561023622,162.64970601745523,162.28446391076116,160.83651925979396,158.85443027757725,158.13399350351074,156.83739514435698,154.86997709673187,153.45998339786073,152.37106069952097,150.28077872563816,148.43484132817113,147.64051204147256,137.01140402913578
109,129.79274937143555,129.87716115778497,130.12676847139616,122.36762907775325,124.47636638459653,142.01268935491785,160.65613668138337,166.86573154280106,165.28047801557614,165.40279800085852,164.1460322541084,162.76613865211263,161.1120624885019,161.09406665440272,159.6474751042433,157.52740924699535,156.33337168087323,155.60307266372334,154.2865518763797,152.32683921015513,150.3668938492672,149.43352017414765,148.71168297767966
110,128.80336396086727,129.05335486216703,126.84506735854045,121.17371020624007,129.87302075758578,149.5624096377578,161.78238822051827,165.2100033055666,164.51927201216287,163.36991016657853,162.5159529318437,161.19479936537314,160.057310483871,159.42125350343733,157.56101110596944,156.59319381279747,155.59412473558965,153.63777981226863,152.7392337035568,151.15325641195136,149.49453278688523,148.87928135122627,137.02996205460434
111,133.21587659574467,133.74130755201296,132.99565534013374,125.35839702803109,129.97223946230747,148.04224788922662,165.12919366387462,170.63103215347206,169.5704908476866,168.50105329640635,167.47918555795732,166.55286639648767,164.93082781680624,164.18237926376224,162.82093515704153,161.40759740610645,160.3989634582911,158.7423214454576,157.32074255218538,156.27872874029043,154.22925113137453,152.94857522123894,148.0546972173443
